,word,number_of_word
5004,АЛИСА,6
7072,общественными,6
1992,требования,6
4983,приобретение,6
4980,Свод,6
1185,КабардиноБалкарской,6
2048,информационноконсультационных,6
5233,Екатеринбурга,6
2103,ФГИС,6
2108,обеспечивающая,6
2133,закупкам,6
2157,бухгалтерских,6
2160,внутригородского,6
5601,учёта,6
5748,питания,6
265,лицензионному,6
1790,АСП,6
6726,IP,6
4297,консультированию,6
2737,агентство,6
4291,УСЛУГИ,6
5829,раннее,6
38,расширению,6
6794,быть,6
2639,Эконом,6
5839,дополнительного,6
6807,изданиях,6
4234,режиме,6
6820,обращений,6
1372,Исполнителя,6
1377,Единого,6
2520,газета,6
5761,торгов,6
2610,Многофункциональный,6
6735,основании,6
5775,ЕИС,6
5848,интегрированной,6
994,Смоленской,6
4375,расширения,6
5865,несанкционированного,6
718,Базовый,5
602,нетиповых,5
3287,медицина,5
2153,подписки,5
2808,Инфоклиника,5
2205,Инспекция,5
3286,Лот,5
6658,ДОУ,5
716,Абонентское,5
1748,связанные,5
6343,Комплекса,5
3290,периодическому,5
6393,всех,5
1946,места,5
7066,начислений,5
1723,предприятие,5
7085,Главная,5
6700,требованиям,5
7096,социальная,5
1757,Специализированной,5
1732,77,5
1980,56,5
387,потребителей,5
7141,портов,5
471,Рязанской,5
401,используемых,5
7131,развитие,5
11,ЭКЗЕМПЛЯРОВ,5
803,условиями,5
1939,клиники,5
2042,государственными,5
1616,защита,5
2791,МЕДИЦИНА,5
2882,филиалов,5
1916,Якутия,5
2805,неотложной,5
2928,Магаданской,5
6357,тестирование,5
6853,речи,5
2248,справочноинформационной,5
13,програмного,5
687,Медиалог,5
2530,342,5
1845,организационнотехническому,5
3090,Северный,5
1843,периодических,5
2439,распространяющего,5
2445,диспетчерская,5
1680,сроком,5
6910,Объединенная,5
2458,процессом,5
6546,Оказания,5
3038,ГОДУ,5
2465,распространению,5
1813,СЗН,5
754,коммерческих,5
2467,модели,5
6549,группировки,5
1828,Сертификация,5
677,морского,5
1697,чем,5
2525,Гранд,5
3007,ЦХ,5
28,фиксации,5
2979,Невского,5
2841,модификацию,5
3119,ОРЦ,5
2638,выдаче,5
2255,пролонгация,5
3226,Договору,5
6332,единому,5
3205,автономном,5
2647,Фонд,5
2645,созданной,5
7000,1СИТС,5
2941,российских,5
1867,Практика,5
2353,Лабораторная,5
779,субсидий,5
2614,авторскому,5
3187,эквивалент,5
1862,ключей,5
2631,потока,5
6447,автомобильных,5
6449,общества,5
1857,закупками,5
1856,публичной,5
6836,региональных,5
6951,Самара,5
2628,телевидении,5
1744,иных,5
5100,онкологический,5
473,Гостехнадзор,5
4073,БГУ,5
299,диагностических,5
520,участков,5
5345,РМИС,5
1448,лекарственным,5
5347,между,5
5922,ОБУ,5
521,лицам,5
4734,Заключение,5
920,активной,5
922,аппаратнопрограммных,5
3977,календарных,5
924,номеру,5
4653,Университет,5
4027,Родильный,5
4044,информационный,5
1270,детский,5
4636,возможность,5
5934,аттестации,5
1249,комплектов,5
3841,периодический,5
4788,видам,5
6094,Размещение,5
313,экономических,5
6037,сетевых,5
1235,Выпусков,5
4794,ведомственной,5
3756,Марий,5
3758,СПИД,5
3769,себя,5
5978,акад,5
1330,учету,5
306,Windows,5
895,возможности,5
5997,автоматической,5
1079,информационнотехнологическое,5
4760,геоинформационной,5
5334,образований,5
5840,Программный,5
4078,портале,5
4811,Госпиталь,5
5414,осуществлении,5
4292,страницеаккаунте,5
1314,хостинга,5
1358,этому,5
5686,оказанию,5
1353,федеральной,5
5670,адаптацию,5
4446,доступом,5
4348,политических,5
4435,разработки,5
5669,Адресная,5
4423,пассажиров,5
258,интеллектуальной,5
4416,поддержания,5
4373,библиотек,5
4386,Омского,5
996,делениях,5
257,прямой,5
5513,формате,5
5727,Оптимизация,5
4284,оплаты,5
4177,отчетность,5
4100,экстренных,5
4601,Клиническая,5
1405,телефонной,5
276,МБУ,5
237,Доступ,5
5805,схемы,5
4161,консультирование,5
4183,отдельных,5
1370,программах,5
4507,КИС,5
6327,Персонал,5
5787,службой,5
5767,договоров,5
240,Отчет,5
5503,результата,5
967,оборудованием,5
1229,поиск,5
6023,клинический,5
3452,технологически,5
321,качества,5
3643,консультативных,5
6153,медсестра,5
3641,электронный,5
4899,МВД,5
6279,мероприятия,5
3461,Местной,5
1525,санитарного,5
6156,заявок,5
3481,оперативных,5
5168,юридических,5
6241,специалистов,5
850,федеральном,5
4996,Юрист,5
5283,агентством,5
3600,Организатор,5
3503,нормативной,5
5243,подразделения,5
3505,картотека,5
89,ЭкономЭксперт,5
1565,Справочник,5
5238,МАОУ,5
840,министерства,5
538,ежемесячной,5
5231,лицензионное,5
4966,Учалинский,5
5229,семейства,5
3659,Сахалинской,5
3531,муниципальным,5
3695,субъекта,5
6283,Следственного,5
4824,предложений,5
5049,ИСДМРослесхоз,5
4827,Специальных,5
1209,реестре,5
5141,К2,5
5016,обязательного,5
3690,блоков,5
3404,110,5
5068,Здравоохранение,5
3685,внедрение,5
4881,институт,5
6106,Томского,5
3449,включенные,5
1089,включенных,5
4984,коммунальные,4
4505,доминтернат,4
5189,цифровых,4
169,Забайкальского,4
5088,услугам,4
4518,Имущество,4
5226,КЦСОН,4
2000,системное,4
2506,порталом,4
4981,применение,4
5069,хранилище,4
4541,финансовой,4
6926,Кожновенерологический,4
2485,национальных,4
2460,справочная,4
5498,обращения,4
2503,ТУ,4
4993,отношений,4
5109,образовательной,4
5185,оплату,4
6907,исследования,4
2496,Сервисное,4
4470,Колледж,4
5562,совместимостьвзаимодействие,4
5159,Лицензия,4
5157,межсетевого,4
5464,применения,4
2479,Версия,4
1977,техническими,4
4453,уровень,4
2207,УПРАВЛЕНИЕ,4
2399,PACS,4
236,Урал,4
7067,которых,4
2327,филиале,4
4905,театра,4
5268,предприятии,4
4757,Хабаровского,4
4761,социальный,4
4774,атак,4
193,грузов,4
7004,внутренних,4
4779,комиссии,4
5302,UserGate,4
2283,входящих,4
4591,очередь,4
4832,модернизация,4
2277,пункт,4
4800,ОВП,4
2194,склад,4
4801,инвестиционного,4
12,ремонта,4
5312,надзору,4
7046,Школа,4
5316,БИС,4
4814,Pro,4
2335,ЗП,4
2110,информатизации,4
4909,сведений,4
453,участках,4
4951,Акросс,4
2050,консультирования,4
5410,квартал,4
